Date,Treatment,mean_tmt_VWC,se_tmt_VWC
7/1/2021,Pit + Char,0,0.007145833
7/2/2021,Control,0,0.006228583
7/2/2021,Pit,0.034180556,0.007127206
7/2/2021,Pit + Char,0,0.007770833
7/3/2021,Control,0,0.007111474
7/3/2021,Pit,0.035430556,0.007231711
7/3/2021,Pit + Char,0,0.008083333
7/4/2021,Control,0,0.006870706
7/4/2021,Pit,0.033805556,0.007175275
7/4/2021,Pit + Char,0,0.008291667
7/5/2021,Control,0,0.006738188
7/5/2021,Pit,0.033458333,0.007173124
7/5/2021,Pit + Char,0,0.008208333
7/6/2021,Control,0,0.006777529
7/6/2021,Pit,0.034486111,0.007335082
7/6/2021,Pit + Char,0,0.008375
7/7/2021,Control,0,0.006792455
7/7/2021,Pit,0.033944444,0.007320077
7/7/2021,Pit + Char,0,0.008854167
7/8/2021,Control,0,0.006540834
7/8/2021,Pit,0.033805556,0.007284335
7/8/2021,Pit + Char,0,0.008895833
7/9/2021,Control,0,0.006713615
7/9/2021,Pit,0.034083333,0.00730776
7/9/2021,Pit + Char,0,0.008833333
7/10/2021,Control,0,0.00708281
7/10/2021,Pit,0.031,0.007252913
7/10/2021,Pit + Char,0,0.009020833
7/11/2021,Control,0,0.006905006
7/11/2021,Pit,0.029111111,0.007291878
7/11/2021,Pit + Char,0,0.0093125
7/12/2021,Control,0,0.006930466
7/12/2021,Pit,0.02975,0.007316782
7/12/2021,Pit + Char,0,0.009270833
7/13/2021,Control,0,0.00667805
7/13/2021,Pit,0.028013889,0.007248896
7/13/2021,Pit + Char,0,0.008979167
7/14/2021,Control,0.038458333,0.011349445
7/14/2021,Pit,0.046916667,0.006877399
7/14/2021,Pit + Char,0.014083333,0.004083333
7/15/2021,Control,0.030291667,0.007911859
7/15/2021,Pit,0.056069444,0.007526355
7/15/2021,Pit + Char,0.0133125,0.0036875
7/16/2021,Control,0.018854167,0.007310264
7/16/2021,Pit,0.056152778,0.007362565
7/16/2021,Pit + Char,0.0053125,0.004520833
7/17/2021,Control,0.009760417,0.00663136
7/17/2021,Pit,0.053472222,0.007533733
7/17/2021,Pit + Char,0,0.0050625
7/18/2021,Control,0,0.006514304
7/18/2021,Pit,0.048638889,0.00750063
7/18/2021,Pit + Char,0,0.005541667
7/19/2021,Control,0,0.006574064
7/19/2021,Pit,0.045513889,0.007386578
7/19/2021,Pit + Char,0,0.006083333
7/20/2021,Control,0,0.006023905
7/20/2021,Pit,0.040902778,0.007373247
7/20/2021,Pit + Char,0,0.006229167
7/21/2021,Control,0,0.0060443
7/21/2021,Pit,0.039208333,0.007399676
7/21/2021,Pit + Char,0,0.0061875
7/22/2021,Control,0,0.006622008
7/22/2021,Pit,0.039083333,0.007301818
7/22/2021,Pit + Char,0,0.006479167
7/23/2021,Control,0,0.006648442
7/23/2021,Pit,0.037986111,0.007362801
7/23/2021,Pit + Char,0,0.00675
7/24/2021,Control,0,0.006105861
7/24/2021,Pit,0.035263889,0.007436706
7/24/2021,Pit + Char,0,0.006083333
7/25/2021,Control,0,0.00421043
7/25/2021,Pit,0.097916667,0.005471094
7/25/2021,Pit + Char,0.034645833,0.001020833
7/26/2021,Control,0.01125,0.007862626
7/26/2021,Pit,0.205805556,0.009816203
7/26/2021,Pit + Char,0.156791667,0.022333333
7/27/2021,Control,0.0074375,0.006868147
7/27/2021,Pit,0.186930556,0.010056275
7/27/2021,Pit + Char,0.1363125,0.019729167
7/28/2021,Control,0.002041667,0.006520645
7/28/2021,Pit,0.180055556,0.010774958
7/28/2021,Pit + Char,0.121583333,0.016041667
7/29/2021,Control,0,0.006195582
7/29/2021,Pit,0.171611111,0.010668656
7/29/2021,Pit + Char,0.108270833,0.0140625
7/30/2021,Control,0,0.006191588
7/30/2021,Pit,0.163486111,0.010609393
7/30/2021,Pit + Char,0.09775,0.012166667
7/31/2021,Control,0,0.005311438
7/31/2021,Pit,0.173555556,0.010903521
7/31/2021,Pit + Char,0.096625,0.008166667
8/1/2021,Control,0.000822917,0.006788734
8/1/2021,Pit,0.213819444,0.008872565
8/1/2021,Pit + Char,0.128020833,0.006354167
8/2/2021,Control,0.018125,0.00586561
8/2/2021,Pit,0.247027778,0.007802997
8/2/2021,Pit + Char,0.177979167,0.014145833
8/3/2021,Control,0.016604167,0.007017783
8/3/2021,Pit,0.238972222,0.010496095
8/3/2021,Pit + Char,0.185354167,0.026395833
8/4/2021,Control,0.006958333,0.006959726
8/4/2021,Pit,0.205305556,0.01012681
8/4/2021,Pit + Char,0.157291667,0.023958333
8/5/2021,Control,0.001635417,0.006602324
8/5/2021,Pit,0.193833333,0.010276164
8/5/2021,Pit + Char,0.141083333,0.020625
8/6/2021,Control,0,0.0066453
8/6/2021,Pit,0.185513889,0.010817412
8/6/2021,Pit + Char,0.1260625,0.0178125
8/7/2021,Control,0,0.006205968
8/7/2021,Pit,0.177888889,0.010798671
8/7/2021,Pit + Char,0.113541667,0.016791667
8/8/2021,Control,0,0.005995498
8/8/2021,Pit,0.170736111,0.010971563
8/8/2021,Pit + Char,0.104208333,0.01475
8/9/2021,Control,0,0.006026859
8/9/2021,Pit,0.163444444,0.010973462
8/9/2021,Pit + Char,0.095333333,0.012583333
8/10/2021,Control,0,0.005746184
8/10/2021,Pit,0.155763889,0.010888171
8/10/2021,Pit + Char,0.086708333,0.010541667
8/11/2021,Control,0,0.005667713
8/11/2021,Pit,0.148152778,0.010675488
8/11/2021,Pit + Char,0.078895833,0.008854167
8/12/2021,Control,0,0.005492011
8/12/2021,Pit,0.141986111,0.010894335
8/12/2021,Pit + Char,0.070895833,0.0073125
8/13/2021,Control,0,0.005583991
8/13/2021,Pit,0.135833333,0.010643883
8/13/2021,Pit + Char,0.065208333,0.005708333
8/14/2021,Control,0,0.005645292
8/14/2021,Pit,0.128541667,0.010609248
8/14/2021,Pit + Char,0.059083333,0.004666667
8/15/2021,Control,0,0.005736104
8/15/2021,Pit,0.120375,0.011269299
8/15/2021,Pit + Char,0.051666667,0.003416667
8/16/2021,Control,0,0.0056395
8/16/2021,Pit,0.111888889,0.012176421
8/16/2021,Pit + Char,0.044395833,0.0020625
8/17/2021,Control,0,0.005593052
8/17/2021,Pit,0.104875,0.012879809
8/17/2021,Pit + Char,0.038625,0.000916667
8/18/2021,Control,0,0.004662293
8/18/2021,Pit,0.099708333,0.011440997
8/18/2021,Pit + Char,0.034916667,0.00075
8/19/2021,Control,0.02128125,0.016522978
8/19/2021,Pit,0.212958333,0.011462979
8/19/2021,Pit + Char,0.139916667,0.004875
8/20/2021,Control,0.04840625,0.02691791
8/20/2021,Pit,0.248263889,0.01008604
8/20/2021,Pit + Char,0.189791667,0.025875
8/21/2021,Control,0.033770833,0.018178406
8/21/2021,Pit,0.209569444,0.008272883
8/21/2021,Pit + Char,0.162479167,0.025270833
8/22/2021,Control,0.028666667,0.015603921
8/22/2021,Pit,0.194875,0.009222588
8/22/2021,Pit + Char,0.149104167,0.0219375
8/23/2021,Control,0.02209375,0.014765405
8/23/2021,Pit,0.186305556,0.009938944
8/23/2021,Pit + Char,0.137354167,0.0186875
8/24/2021,Control,0.014177083,0.013890771
8/24/2021,Pit,0.178777778,0.010538189
8/24/2021,Pit + Char,0.125708333,0.015958333
8/25/2021,Control,0.009020833,0.013186842
8/25/2021,Pit,0.170166667,0.011529049
8/25/2021,Pit + Char,0.115229167,0.014520833
8/26/2021,Control,0.009604167,0.011459324
8/26/2021,Pit,0.159222222,0.011490393
8/26/2021,Pit + Char,0.107354167,0.014104167
8/27/2021,Control,0.0083125,0.011790618
8/27/2021,Pit,0.152416667,0.013003761
8/27/2021,Pit + Char,0.0998125,0.012854167
8/28/2021,Control,0.0040625,0.011882143
8/28/2021,Pit,0.142597222,0.015107836
8/28/2021,Pit + Char,0.089833333,0.011708333
8/29/2021,Control,0,0.011630064
8/29/2021,Pit,0.132180556,0.016846329
8/29/2021,Pit + Char,0.0785,0.010458333
8/30/2021,Control,0,0.011522514
8/30/2021,Pit,0.123486111,0.017453051
8/30/2021,Pit + Char,0.068916667,0.008208333
8/31/2021,Control,0,0.011266076
8/31/2021,Pit,0.115291667,0.017421318
8/31/2021,Pit + Char,0.058541667,0.006125
9/1/2021,Control,0.028635417,0.009615321
9/1/2021,Pit,0.214375,0.016672725
9/1/2021,Pit + Char,0.155416667,0.021875
9/2/2021,Control,0.11396875,0.022342766
9/2/2021,Pit,0.263291667,0.016288008
9/2/2021,Pit + Char,0.2076875,0.0333125
9/3/2021,Control,0.093166667,0.015841454
9/3/2021,Pit,0.223375,0.013945351
9/3/2021,Pit + Char,0.172479167,0.0328125
9/4/2021,Control,0.080395833,0.014446085
9/4/2021,Pit,0.2065,0.012235134
9/4/2021,Pit + Char,0.16,0.030625
9/5/2021,Control,0.06996875,0.014082659
9/5/2021,Pit,0.195652778,0.01197389
9/5/2021,Pit + Char,0.148416667,0.028
9/6/2021,Control,0.061541667,0.013975746
9/6/2021,Pit,0.18575,0.012194128
9/6/2021,Pit + Char,0.136229167,0.0255625
9/7/2021,Control,0.053416667,0.014175191
9/7/2021,Pit,0.175902778,0.013083982
9/7/2021,Pit + Char,0.1233125,0.024020833
9/8/2021,Control,0.046145833,0.014351173
9/8/2021,Pit,0.165375,0.014148416
9/8/2021,Pit + Char,0.110583333,0.022708333
9/9/2021,Control,0.039510417,0.014370605
9/9/2021,Pit,0.153847222,0.014925477
9/9/2021,Pit + Char,0.098354167,0.0210625
9/10/2021,Control,0.034114583,0.014163729
9/10/2021,Pit,0.141361111,0.015229444
9/10/2021,Pit + Char,0.086083333,0.018416667
9/11/2021,Control,0.027979167,0.013707494
9/11/2021,Pit,0.1285,0.014951213
9/11/2021,Pit + Char,0.074875,0.015875
9/12/2021,Control,0.027270833,0.011992143
9/12/2021,Pit,0.118222222,0.013923097
9/12/2021,Pit + Char,0.068916667,0.014375
9/13/2021,Control,0.0218125,0.012843999
9/13/2021,Pit,0.113777778,0.01385917
9/13/2021,Pit + Char,0.061229167,0.0118125
9/14/2021,Control,0.016708333,0.01268754
9/14/2021,Pit,0.106347222,0.012860684
9/14/2021,Pit + Char,0.051875,0.009291667
9/15/2021,Control,0.011052083,0.012384377
9/15/2021,Pit,0.099569444,0.011802197
9/15/2021,Pit + Char,0.043854167,0.0078125
9/16/2021,Control,0.006208333,0.01235943
9/16/2021,Pit,0.093902778,0.010478161
9/16/2021,Pit + Char,0.037541667,0.006208333
9/17/2021,Control,0.001541667,0.011989844
9/17/2021,Pit,0.089236111,0.009367662
9/17/2021,Pit + Char,0.031583333,0.004666667
9/18/2021,Control,0.003572917,0.009262885
9/18/2021,Pit,0.088958333,0.012302632
9/18/2021,Pit + Char,0.033,0.003291667
9/19/2021,Control,0.010677083,0.007079541
9/19/2021,Pit,0.102083333,0.02193377
9/19/2021,Pit + Char,0.051520833,0.0003125
9/20/2021,Control,0,0.009543759
9/20/2021,Pit,0.101361111,0.020638426
9/20/2021,Pit + Char,0.048416667,0.002333333
9/21/2021,Control,0,0.009717323
9/21/2021,Pit,0.099111111,0.019721445
9/21/2021,Pit + Char,0.044479167,0.0024375
9/22/2021,Control,0,0.009863896
9/22/2021,Pit,0.097319444,0.018114705
9/22/2021,Pit + Char,0.04175,0.002708333
9/23/2021,Control,0,0.010152946
9/23/2021,Pit,0.094416667,0.016354914
9/23/2021,Pit + Char,0.037604167,0.002354167
9/24/2021,Control,0,0.010110377
9/24/2021,Pit,0.091236111,0.014715676
9/24/2021,Pit + Char,0.033520833,0.002354167
9/25/2021,Control,0,0.009928016
9/25/2021,Pit,0.088208333,0.012938445
9/25/2021,Pit + Char,0.030104167,0.0024375
9/26/2021,Control,0,0.009939669
9/26/2021,Pit,0.085416667,0.011000237
9/26/2021,Pit + Char,0.028125,0.001958333
9/27/2021,Control,0,0.009708363
9/27/2021,Pit,0.082180556,0.010014929
9/27/2021,Pit + Char,0.024875,0.001958333
9/28/2021,Control,0,0.009623625
9/28/2021,Pit,0.079555556,0.00922837
9/28/2021,Pit + Char,0.022666667,0.001625
9/29/2021,Control,0.0061875,0.004575261
9/29/2021,Pit,0.180125,0.027835672
9/29/2021,Pit + Char,0.115729167,0.024020833
9/30/2021,Control,0.008458333,0.004217845
9/30/2021,Pit,0.249,0.015329389
9/30/2021,Pit + Char,0.187354167,0.030354167
10/1/2021,Control,0.020625,0.003036573
10/1/2021,Pit,0.243430556,0.008786344
10/1/2021,Pit + Char,0.191916667,0.025333333
10/2/2021,Control,0.01496875,0.005559062
10/2/2021,Pit,0.217472222,0.008139422
10/2/2021,Pit + Char,0.1688125,0.030104167
10/3/2021,Control,0.01134375,0.007361459
10/3/2021,Pit,0.200680556,0.009317581
10/3/2021,Pit + Char,0.156458333,0.030791667
10/4/2021,Control,0.00821875,0.007981195
10/4/2021,Pit,0.188430556,0.011241286
10/4/2021,Pit + Char,0.143416667,0.029375
10/5/2021,Control,0.002541667,0.00770039
10/5/2021,Pit,0.179138889,0.013540712
10/5/2021,Pit + Char,0.130875,0.027875
10/6/2021,Control,0.01684375,0.003327181
10/6/2021,Pit,0.231083333,0.023463328
10/6/2021,Pit + Char,0.186875,0.027333333
10/7/2021,Control,0.008020833,0.006386688
10/7/2021,Pit,0.216097222,0.015253307
10/7/2021,Pit + Char,0.1703125,0.031354167
10/8/2021,Control,0.0019375,0.007380344
10/8/2021,Pit,0.20225,0.014258607
10/8/2021,Pit + Char,0.157916667,0.031625
10/9/2021,Control,0.001520833,0.006936395
10/9/2021,Pit,0.193152778,0.014552394
10/9/2021,Pit + Char,0.147916667,0.031125
10/10/2021,Control,0,0.007595464
10/10/2021,Pit,0.185180556,0.015533609
10/10/2021,Pit + Char,0.138,0.031041667
10/11/2021,Control,0,0.007934326
10/11/2021,Pit,0.177875,0.016661787
10/11/2021,Pit + Char,0.127104167,0.029645833
10/12/2021,Control,0.002083333,0.003311386
10/12/2021,Pit,0.180097222,0.017789769
10/12/2021,Pit + Char,0.1540625,0.023604167
10/13/2021,Control,0.005364583,0.003351702
10/13/2021,Pit,0.193875,0.013906579
10/13/2021,Pit + Char,0.176541667,0.025583333
10/14/2021,Control,0,0.006487223
10/14/2021,Pit,0.191861111,0.01089715
10/14/2021,Pit + Char,0.164625,0.027666667
10/15/2021,Control,0,0.007176358
10/15/2021,Pit,0.187291667,0.010174974
10/15/2021,Pit + Char,0.155541667,0.028416667
10/16/2021,Control,0,0.007261933
10/16/2021,Pit,0.182944444,0.009967579
10/16/2021,Pit + Char,0.146708333,0.02775
10/17/2021,Control,0,0.007339277
10/17/2021,Pit,0.177986111,0.0101774
10/17/2021,Pit + Char,0.137520833,0.026229167
10/18/2021,Control,0,0.006826711
10/18/2021,Pit,0.175472222,0.010836787
10/18/2021,Pit + Char,0.129291667,0.022875
10/19/2021,Control,0,0.005182446
10/19/2021,Pit,0.210333333,0.019046741
10/19/2021,Pit + Char,0.1804375,0.019479167
10/20/2021,Control,0,0.006657524
10/20/2021,Pit,0.203375,0.011303576
10/20/2021,Pit + Char,0.1679375,0.0263125
10/21/2021,Control,0,0.006969033
10/21/2021,Pit,0.195972222,0.010237072
10/21/2021,Pit + Char,0.158145833,0.027604167
10/22/2021,Control,0,0.00712636
10/22/2021,Pit,0.190055556,0.010235828
10/22/2021,Pit + Char,0.1489375,0.0274375
10/23/2021,Control,0,0.007563782
10/23/2021,Pit,0.184527778,0.010717904
10/23/2021,Pit + Char,0.139125,0.026333333
10/24/2021,Control,0,0.007354068
10/24/2021,Pit,0.179027778,0.011221887
10/24/2021,Pit + Char,0.130791667,0.02525
10/25/2021,Control,0,0.007679837
10/25/2021,Pit,0.172583333,0.011948699
10/25/2021,Pit + Char,0.120479167,0.0230625
10/26/2021,Control,0.035947917,0.013511937
10/26/2021,Pit,0.235986111,0.01682015
10/26/2021,Pit + Char,0.193979167,0.026479167
10/27/2021,Control,0.03621875,0.014397098
10/27/2021,Pit,0.244125,0.00883009
10/27/2021,Pit + Char,0.1905,0.027708333
10/28/2021,Control,0.030770833,0.011012796
10/28/2021,Pit,0.225097222,0.006935647
10/28/2021,Pit + Char,0.1768125,0.029895833
10/29/2021,Control,0.026791667,0.009254394
10/29/2021,Pit,0.214013889,0.007095999
10/29/2021,Pit + Char,0.168270833,0.030354167
10/30/2021,Control,0.022947917,0.008471637
10/30/2021,Pit,0.206430556,0.007773163
10/30/2021,Pit + Char,0.161270833,0.030145833
10/31/2021,Control,0.0195,0.007942647
10/31/2021,Pit,0.200388889,0.008595943
10/31/2021,Pit + Char,0.1545625,0.0298125
11/1/2021,Control,0.015666667,0.007374667
11/1/2021,Pit,0.195402778,0.009264264
11/1/2021,Pit + Char,0.147270833,0.030270833
11/2/2021,Control,0.012916667,0.007088887
11/2/2021,Pit,0.190777778,0.009790169
11/2/2021,Pit + Char,0.139145833,0.031270833
11/3/2021,Control,0.004916667,0.006746334
11/3/2021,Pit,0.187444444,0.010339613
11/3/2021,Pit + Char,0.134416667,0.031083333
11/4/2021,Control,0.002395833,0.006640846
11/4/2021,Pit,0.184069444,0.010615446
11/4/2021,Pit + Char,0.12925,0.030375
11/5/2021,Control,0,0.006716919
11/5/2021,Pit,0.180972222,0.010915456
11/5/2021,Pit + Char,0.124145833,0.029645833
11/6/2021,Control,0,0.006788947
11/6/2021,Pit,0.177625,0.011074271
11/6/2021,Pit + Char,0.118791667,0.02875
11/7/2021,Control,0,0.00721036
11/7/2021,Pit,0.174333333,0.011140517
11/7/2021,Pit + Char,0.112604167,0.0273125
11/8/2021,Control,0,0.007007576
11/8/2021,Pit,0.172,0.011463313
11/8/2021,Pit + Char,0.10834375,0.02690625
11/21/2021,Control,0,0.006939335
11/21/2021,Pit,0.148875,0.01062244
11/21/2021,Pit + Char,0.069291667,0.018708333
11/22/2021,Control,0,0.006789771
11/22/2021,Pit,0.14865625,0.011085374
11/22/2021,Pit + Char,0.0678125,0.017895833
11/23/2021,Control,0,0.007002632
11/23/2021,Pit,0.145958333,0.010774694
11/23/2021,Pit + Char,0.065770833,0.016520833
11/24/2021,Control,0,0.006888581
11/24/2021,Pit,0.144458333,0.010652755
11/24/2021,Pit + Char,0.064604167,0.015895833
11/25/2021,Control,0,0.006857891
11/25/2021,Pit,0.143854167,0.01073034
11/25/2021,Pit + Char,0.061645833,0.015729167
11/26/2021,Control,0,0.006870398
11/26/2021,Pit,0.1423125,0.010640817
11/26/2021,Pit + Char,0.0605625,0.015145833
11/27/2021,Control,0,0.006907593
11/27/2021,Pit,0.14078125,0.010631539
11/27/2021,Pit + Char,0.059541667,0.014541667
11/28/2021,Control,0,0.006929383
11/28/2021,Pit,0.139104167,0.010302829
11/28/2021,Pit + Char,0.058625,0.013625
11/29/2021,Control,0,0.006940208
11/29/2021,Pit,0.1376875,0.010233564
11/29/2021,Pit + Char,0.057604167,0.0130625
11/30/2021,Control,0,0.007011634
11/30/2021,Pit,0.1360625,0.010145163
11/30/2021,Pit + Char,0.056145833,0.0126875
12/1/2021,Control,0,0.007040174
12/1/2021,Pit,0.134864583,0.010033831
12/1/2021,Pit + Char,0.0544375,0.012270833
12/2/2021,Control,0,0.007010306
12/2/2021,Pit,0.13315625,0.009828953
12/2/2021,Pit + Char,0.05325,0.012
12/3/2021,Control,0,0.006970992
12/3/2021,Pit,0.131802083,0.009725759
12/3/2021,Pit + Char,0.051833333,0.011583333
12/4/2021,Control,0,0.006944834
12/4/2021,Pit,0.130395833,0.00958722
12/4/2021,Pit + Char,0.0505625,0.011104167
12/5/2021,Control,0,0.006930917
12/5/2021,Pit,0.129104167,0.009541113
12/5/2021,Pit + Char,0.049145833,0.010895833
12/6/2021,Control,0,0.007070607
12/6/2021,Pit,0.1274375,0.00926323
12/6/2021,Pit + Char,0.047,0.010791667
12/7/2021,Control,0.01421875,0.005952318
12/7/2021,Pit,0.12278125,0.008109411
12/7/2021,Pit + Char,0.060395833,0.0145625
12/8/2021,Control,0.009416667,0.007600332
12/8/2021,Pit,0.12225,0.008433169
12/8/2021,Pit + Char,0.061729167,0.016229167
12/9/2021,Control,0.032291667,0.011750086
12/9/2021,Pit,0.15575,0.010605824
12/9/2021,Pit + Char,0.112604167,0.022854167
12/10/2021,Control,0.131145833,0.035021036
12/10/2021,Pit,0.256395833,0.004997641
12/10/2021,Pit + Char,0.209479167,0.020270833
12/11/2021,Control,0.0460625,0.018532461
12/11/2021,Pit,0.221020833,0.005807844
12/11/2021,Pit + Char,0.145791667,0.012208333
12/12/2021,Control,0.0325625,0.015292277
12/12/2021,Pit,0.205958333,0.007471164
12/12/2021,Pit + Char,0.119541667,0.007708333
12/13/2021,Control,0.0360625,0.015391971
12/13/2021,Pit,0.198354167,0.008622257
12/13/2021,Pit + Char,0.111104167,0.0086875
12/14/2021,Control,0.069822917,0.019192181
12/14/2021,Pit,0.196645833,0.010180525
12/14/2021,Pit + Char,0.128958333,0.023541667
12/15/2021,Control,0.092958333,0.020708361
12/15/2021,Pit,0.195729167,0.008633224
12/15/2021,Pit + Char,0.135270833,0.0168125
12/16/2021,Control,0.040364583,0.016844815
12/16/2021,Pit,0.190239583,0.007284607
12/16/2021,Pit + Char,0.111583333,0.008291667
12/17/2021,Control,0.025895833,0.016185963
12/17/2021,Pit,0.184385417,0.007247632
12/17/2021,Pit + Char,0.096645833,0.0060625
12/18/2021,Control,0,0.014918441
12/18/2021,Pit,0.172375,0.006401859
12/18/2021,Pit + Char,0.057833333,0.009583333
12/19/2021,Control,0,0.015339459
12/19/2021,Pit,0.1576875,0.005250289
12/19/2021,Pit + Char,0.032708333,0.016875
12/20/2021,Control,0,0.01675724
12/20/2021,Pit,0.147416667,0.003815326
12/20/2021,Pit + Char,0.022729167,0.016354167
12/21/2021,Control,0,0.018024036
12/21/2021,Pit,0.144760417,0.003048479
12/21/2021,Pit + Char,0.023416667,0.012916667
12/22/2021,Control,0,0.019733433
12/22/2021,Pit,0.142895833,0.003034071
12/22/2021,Pit + Char,0.022729167,0.006979167
12/23/2021,Control,0.006416667,0.020072301
12/23/2021,Pit,0.15471875,0.006555571
12/23/2021,Pit + Char,0.05925,0.006125
12/24/2021,Control,0.02009375,0.02158599
12/24/2021,Pit,0.15984375,0.010974064
12/24/2021,Pit + Char,0.088604167,0.021104167
12/25/2021,Control,0.01140625,0.022663892
12/25/2021,Pit,0.160197917,0.010912456
12/25/2021,Pit + Char,0.083416667,0.018958333
12/26/2021,Control,0.003708333,0.024226895
12/26/2021,Pit,0.159354167,0.010499401
12/26/2021,Pit + Char,0.076375,0.01675
12/27/2021,Control,0,0.025186063
12/27/2021,Pit,0.1585,0.009690031
12/27/2021,Pit + Char,0.0715625,0.015604167
12/28/2021,Control,0,0.0260303
12/28/2021,Pit,0.156458333,0.009214208
12/28/2021,Pit + Char,0.067041667,0.014083333
12/29/2021,Control,0,0.026577994
12/29/2021,Pit,0.154729167,0.009057821
12/29/2021,Pit + Char,0.063708333,0.012625
12/30/2021,Control,0,0.02729998
12/30/2021,Pit,0.1524375,0.009383322
12/30/2021,Pit + Char,0.05975,0.010583333
12/31/2021,Control,0,0.025685826
12/31/2021,Pit,0.148708333,0.009833613
12/31/2021,Pit + Char,0.058375,0.009916667
1/1/2022,Control,0.014885417,0.013482761
1/1/2022,Pit,0.14921875,0.008569051
1/1/2022,Pit + Char,0.064416667,0.01225
1/2/2022,Control,0.012958333,0.012997273
1/2/2022,Pit,0.150666667,0.009342645
1/2/2022,Pit + Char,0.047708333,0.010625
1/3/2022,Control,0,0.02301659
1/3/2022,Pit,0.14665625,0.009662256
1/3/2022,Pit + Char,0.03,0.014375
1/4/2022,Control,0,0.024267549
1/4/2022,Pit,0.144395833,0.009989267
1/4/2022,Pit + Char,0.029625,0.015208333
1/5/2022,Control,0,0.015665642
1/5/2022,Pit,0.142479167,0.010305315
1/5/2022,Pit + Char,0.051979167,0.033020833
1/6/2022,Control,0.043614583,0.001554877
1/6/2022,Pit,0.153364583,0.008862021
1/6/2022,Pit + Char,0.109479167,0.0351875
1/7/2022,Control,0.122989583,0.016752568
1/7/2022,Pit,0.185135417,0.010829465
1/7/2022,Pit + Char,0.130479167,0.0161875
1/8/2022,Control,0.14559375,0.026265
1/8/2022,Pit,0.187114583,0.011707201
1/8/2022,Pit + Char,0.118916667,0.013416667
1/9/2022,Control,0.07965625,0.042512955
1/9/2022,Pit,0.1781875,0.012728291
1/9/2022,Pit + Char,0.098479167,0.006645833
1/10/2022,Control,0.038395833,0.049261145
1/10/2022,Pit,0.167729167,0.012551866
1/10/2022,Pit + Char,0.077291667,0.004125
1/11/2022,Control,0.016885417,0.052954329
1/11/2022,Pit,0.158322917,0.012636939
1/11/2022,Pit + Char,0.063541667,0.01075
1/12/2022,Control,0.006802083,0.05410791
1/12/2022,Pit,0.1505625,0.012556406
1/12/2022,Pit + Char,0.054416667,0.014208333
1/13/2022,Control,0.00628125,0.05509417
1/13/2022,Pit,0.145927083,0.011995579
1/13/2022,Pit + Char,0.054104167,0.0128125
1/14/2022,Control,0.012020833,0.054677904
1/14/2022,Pit,0.143833333,0.011179602
1/14/2022,Pit + Char,0.058916667,0.008125
1/15/2022,Control,0,0.05721575
1/15/2022,Pit,0.140864583,0.010777116
1/15/2022,Pit + Char,0.0521875,0.0115625
1/16/2022,Control,0,0.058659851
1/16/2022,Pit,0.136395833,0.010686918
1/16/2022,Pit + Char,0.041520833,0.015770833
1/17/2022,Control,0,0.05878494
1/17/2022,Pit,0.132,0.010756835
1/17/2022,Pit + Char,0.033854167,0.017895833
1/18/2022,Control,0,0.058217671
1/18/2022,Pit,0.132104167,0.010300386
1/18/2022,Pit + Char,0.039416667,0.014416667
1/19/2022,Control,0,0.057710084
1/19/2022,Pit,0.132010417,0.010270634
1/19/2022,Pit + Char,0.0425625,0.0124375
1/20/2022,Control,0,0.05856601
1/20/2022,Pit,0.130395833,0.010671786
1/20/2022,Pit + Char,0.036770833,0.0148125
1/21/2022,Control,0,0.055439668
1/21/2022,Pit,0.130125,0.011236193
1/21/2022,Pit + Char,0.044395833,0.0105625
1/22/2022,Control,0,0.053162513
1/22/2022,Pit,0.1285625,0.010792236
1/22/2022,Pit + Char,0.046458333,0.009333333
1/23/2022,Control,0,0.056251322
1/23/2022,Pit,0.127364583,0.010717576
1/23/2022,Pit + Char,0.0383125,0.0134375
1/24/2022,Control,0,0.056917018
1/24/2022,Pit,0.12625,0.010575689
1/24/2022,Pit + Char,0.035104167,0.0148125
1/25/2022,Control,0,0.057037893
1/25/2022,Pit,0.126614583,0.010702189
1/25/2022,Pit + Char,0.036,0.01275
1/26/2022,Control,0,0.057968425
1/26/2022,Pit,0.122635417,0.011371507
1/26/2022,Pit + Char,0.0244375,0.016979167
1/27/2022,Control,0,0.058154464
1/27/2022,Pit,0.119135417,0.012185302
1/27/2022,Pit + Char,0.01625,0.019458333
1/28/2022,Control,0,0.056677604
1/28/2022,Pit,0.111916667,0.013512608
1/28/2022,Pit + Char,0.005104167,0.021854167
1/29/2022,Control,0,0.056155561
1/29/2022,Pit,0.1075625,0.013853832
1/29/2022,Pit + Char,0,0.024416667
1/30/2022,Control,0,0.056018208
1/30/2022,Pit,0.107364583,0.013656398
1/30/2022,Pit + Char,0,0.023895833
1/31/2022,Control,0,0.056488048
1/31/2022,Pit,0.110177083,0.013414676
1/31/2022,Pit + Char,0.001520833,0.022479167
2/1/2022,Control,0,0.057398242
2/1/2022,Pit,0.115822917,0.012502354
2/1/2022,Pit + Char,0.010729167,0.0196875
2/2/2022,Control,0,0.055532417
2/2/2022,Pit,0.106770833,0.013985137
2/2/2022,Pit + Char,0,0.022958333
2/3/2022,Control,0,0.052313421
2/3/2022,Pit,0.088052083,0.015503718
2/3/2022,Pit + Char,0,0.022645833
2/4/2022,Control,0,0.051069098
2/4/2022,Pit,0.077895833,0.013911431
